blfs-iptables	chroot	19.5	0
blfs-cmake	chroot	1834.1	0
blfs-xorg-env	chroot	0.4	0
blfs-abseil-cpp	chroot	115.4	0
blfs-brotli	chroot	26.1	0
blfs-highway	chroot	425.3	0
blfs-graphite2	chroot	25.4	0
blfs-giflib	chroot	0.1	2
blfs-giflib	chroot	2.6	0
blfs-libpng	chroot	0.1	1
blfs-libpng	chroot	16.2	0
blfs-lcms2	chroot	17.7	0
blfs-libjxl	chroot	513.5	0
blfs-libwebp	chroot	52.0	0
blfs-pixman	chroot	38.6	0
blfs-freetype2	chroot	35.4	0
blfs-glib2	chroot	0.5	2
blfs-glib2	chroot	332.3	1
blfs-glib2	chroot	400.5	0
blfs-icu	chroot	362.8	0
blfs-harfbuzz	chroot	422.2	0
blfs-fontconfig	chroot	33.5	0
blfs-hwdata	chroot	0.5	0
blfs-libdisplay-info	chroot	5.3	0
blfs-nettle	chroot	42.1	0
blfs-libtirpc	chroot	14.4	0
blfs-util-macros	chroot	1.8	0
blfs-xorgproto	chroot	1.9	0
blfs-libXau	chroot	7.1	0
blfs-libXdmcp	chroot	7.5	0
blfs-xcb-proto	chroot	2.1	0
blfs-libxcb	chroot	34.5	0
blfs-libxcvt	chroot	2.5	0
blfs-xcb-util	chroot	6.9	0
blfs-xtrans	chroot	4.4	0
blfs-libx11	chroot	88.4	0
blfs-libxext	chroot	10.0	0
blfs-libxrender	chroot	8.4	0
blfs-libxfixes	chroot	7.1	0
blfs-libxcomposite	chroot	6.5	0
blfs-libxcursor	chroot	7.8	0
blfs-xcb-util-image	chroot	7.4	0
blfs-xcb-util-keysyms	chroot	6.1	0
blfs-xcb-util-renderutil	chroot	6.0	0
blfs-xcb-util-wm	chroot	7.5	0
blfs-xcb-util-errors	chroot	6.6	0
blfs-libxscrnsaver	chroot	6.2	0
blfs-libice	chroot	11.0	0
blfs-libsm	chroot	7.5	0
blfs-libxi	chroot	13.8	0
blfs-libxtst	chroot	7.3	0
blfs-xorg-font-util	chroot	5.8	0
blfs-libxkbfile	chroot	5.7	0
blfs-libfontenc	chroot	7.3	0
blfs-libxfont2	chroot	18.2	0
blfs-libxrandr	chroot	8.6	0
blfs-libxshmfence	chroot	6.9	0
blfs-libxxf86vm	chroot	6.7	0
blfs-libxml2	chroot	11.5	0
blfs-wayland	chroot	10.5	0
blfs-wayland-protocols	chroot	24.6	0
blfs-xkeyboard-config	chroot	5.3	0
blfs-libxkbcommon	chroot	69.1	0
blfs-spirv-headers	chroot	1.6	0
blfs-spirv-tools	chroot	810.5	0
blfs-glslang	chroot	366.2	0
blfs-vulkan-headers	chroot	4.0	0
blfs-vulkan-loader	chroot	1124.0	1
blfs-vulkan-loader	chroot	10.2	0
blfs-libdrm	chroot	8.5	0
blfs-mesa	chroot	4.9	1
blfs-mesa	chroot	2.9	1
blfs-llvm	chroot	14033.4	0
blfs-spirv-llvm-translator	chroot	256.2	0
blfs-libclc	chroot	394.9	0
blfs-mesa	chroot	3.9	1
blfs-mesa	chroot	3.6	1
blfs-mako	chroot	2.1	0
blfs-mesa	chroot	3.6	1
blfs-pyyaml	chroot	2.0	0
blfs-mesa	chroot	961.8	0
blfs-libepoxy	chroot	23.0	0
blfs-libssh2	chroot	19.2	0
blfs-rust	chroot	82.0	1
blfs-rust	chroot	6026.6	0
blfs-cargo-c	chroot	940.8	0
blfs-cbindgen	chroot	157.2	0
blfs-cairo	chroot	114.8	0
blfs-fribidi	chroot	8.5	0
blfs-pango	chroot	43.5	0
blfs-shared-mime-info	chroot	24.0	0
blfs-gdk-pixbuf	chroot	3.3	1
blfs-libjpeg-turbo	chroot	65.0	0
blfs-gdk-pixbuf	chroot	27.5	0
blfs-librsvg	chroot	689.5	0
blfs-muparser	chroot	26.1	0
blfs-libgudev	chroot	5.2	0
blfs-mtdev	chroot	4.4	0
blfs-libwacom	chroot	2.0	1
blfs-libevdev	chroot	3.9	0
blfs-libwacom	chroot	4.4	0
blfs-lua5.4	chroot	0.1	2
blfs-lua5.4	chroot	9.7	0
blfs-libinput	chroot	27.6	0
blfs-seatd	chroot	6.5	0
blfs-dbus	chroot	45.5	0
blfs-libei	chroot	16.3	1
blfs-libei	chroot	11.6	0
blfs-xwayland	chroot	131.0	1
blfs-xwayland	chroot	134.3	0
blfs-libzip	chroot	18.3	0
blfs-pugixml	chroot	5.1	0
blfs-re2	chroot	24.8	0
blfs-tomlplusplus	chroot	15.0	0
blfs-hyprwayland-scanner	chroot	13.7	0
blfs-hyprutils	chroot	47.3	0
blfs-hyprlang	chroot	26.7	0
blfs-hyprcursor	chroot	34.4	0
blfs-hyprgraphics	chroot	40.3	0
blfs-hyprwire	chroot	97.7	0
blfs-hyprland-protocols	chroot	2.1	0
blfs-glaze	chroot	408.2	0
blfs-aquamarine	chroot	1.6	1
blfs-libglvnd	chroot	10.2	0
blfs-mesa	chroot	1195.7	0
blfs-aquamarine	chroot	131.6	0
blfs-iniparser	chroot	1.3	0
blfs-hyprtoolkit	chroot	221.4	0
blfs-hyprland-guiutils	chroot	27.5	0
blfs-lua5.5	chroot	8.8	0
blfs-hyprland	chroot	2.7	2
blfs-hyprland	chroot	529.7	2
blfs-hyprland	chroot	1545.6	0
blfs-pciutils	chroot	10.7	0
blfs-pipewire	chroot	545.3	0
blfs-wireplumber	chroot	84.9	0
blfs-libogg	chroot	27.7	0
blfs-flac	chroot	164.7	0
blfs-opus	chroot	77.2	0
blfs-libvorbis	chroot	37.8	0
blfs-libsndfile	chroot	131.2	0
blfs-alsa-lib	chroot	107.6	0
blfs-speex	chroot	79.5	0
blfs-gsettings-desktop-schemas	chroot	14.9	0
blfs-at-spi2-core	chroot	86.1	0
blfs-gtk3	chroot	655.3	0
blfs-nasm	chroot	63.7	0
blfs-libusb	chroot	18.6	0
blfs-dav1d	chroot	237.5	0
blfs-libaom	chroot	776.4	0
blfs-libvpx	chroot	440.0	0
blfs-x264	chroot	123.8	0
blfs-x265	chroot	278.9	0
blfs-lame	chroot	14.8	0
blfs-libass	chroot	19.5	0
blfs-svt-av1	chroot	302.5	0
blfs-fdk-aac	chroot	113.3	0
blfs-libva	chroot	10.1	0
blfs-sdl3	chroot	136.4	0
blfs-sdl2-compat	chroot	93.6	0
blfs-libplacebo	chroot	4.1	1
